id,masterTopic,originalTopic,exam,examYear,question
4941,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Librarian Grade III 2024 (Paper 1),2024,निम्नलिखित में से कौनसा मंदिर राजस्थान में ‘चूहों के मंदिर’ के नाम से प्रसिद्ध है -
4942,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Deputy Jailor (Jail Deptt.) Comp. Exam-2024,2024,निम्न में से कौन से लोकदेवता भूमि के रक्षक के रूप में पूजे जाते हैं -
4943,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Prahari 2024 Shift 2,2024,सीकर के रेवासा गांव की तलहटी में कौन सा मंदिर स्थित है -
4944,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Prahari 2024 Shift 2,2024,निम्नलिखित में से किस लोक देवता को मुसलमान “रामसा-पीर” के रूप में पूजते हैं -
4945,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",SCHOOL LECTURER (SCHOOL EDU.) 2024 GA and GS (G-E),2024,उस राजा का क्या नाम था जिसे हड़बूजी ने आशीर्वाद देते हुए अपना खंजर भी उपहार में दिया था -
4946,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",SCHOOL LECTURER (SCHOOL EDU.) 2024 GA and GS (G-C),2024,निम्नलिखित राजवंशों को उनकी कुलदेवियों के साथ सुमेलित कीजिए: राजवंश कुलदेवियाँA. चौहान I. चिलायB. तँवर II. खीमजC. सोलंकी III. आशापुराD. दहिया IV. कैवायसही कूट का चयन कीजिए: कूट: A B C D
4947,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",SCHOOL LECTURER (SCHOOL EDU.) 2024 GA and GS (G-B),2024,भारत में किसी भी स्थल पर तेजाजी के मन्दिर के निर्माण के उपरान्त जागती जोत किस तीर्थ स्थल ले जाई जाती है -
4948,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",SCHOOL LECTURER (SCHOOL EDU.) 2024 GA and GS (G-A),2024,निम्नलिखित में से किस ‘लोकदेवता’ को ‘लक्ष्मणजी का अवतार’ कहा जाता है -
4949,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",PTI and Librarian (Sanskrit College Edu.) - 2024 (General Studies of Rajasthan),2024,किस लोक देवता का मेला भाद्रपद कृष्ण पक्ष नवमी को आयोजित होता है -
4950,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (STE) Exam 2024,2024,करणी माता राजस्थान के किस राजवंश की कुलदेवी है -
4951,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (ICTSM) Exam 2024,2024,“रुणीचा” धार्मिक स्थल किस लोक देवता से संबंधित है -
4952,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (EM) Exam 2024,2024,गोगाजी का जन्मस्थल ददरेवा क्या कहलाता है -
4953,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (EM) Exam 2024,2024,लोकदेवता हड़बूजी का प्रमुख मन्दिर किस स्थान पर स्थित है -
4954,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",AGRICULTURE OFFICER (AGRI. DEPTT.) COMP. EXAM - 2024,2024,‘चाहल पुजारियों’ का संबंध किस लोक देवता के मंदिर से हैं -
4955,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (Wireman) Exam 2024,2024,मुस्लिम समाज में ‘रामसा पीर’ के रूप में कौन से लोक देवता प्रसिद्ध हैं -
4956,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (RAT) Exam 2024,2024,बीकानेर राज परिवार की कुलदेवी ____ है।
4957,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (Fitter) Exam 2024,2024,जीण माता कौनसे राजपूत वंश की कुलदेवी है -
4958,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2024 (12th Level) 23 October Shift-II,2024,कामडिया पंथ की स्थापना किसने की -
4959,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2024 (12th Level) 23 October Shift-I,2024,लांगुरिया गाना किस देवता/देवी से संबंधित है -
4960,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2024 (12th Level) 22 October Shift-I,2024,राजस्थान में कौन हाथ में भाला लेकर एक योद्धा के रूप में या साँप देवता के रूप में पूजे जाते हैं -
4961,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",SCHOOL LECTURER (SANSKRIT EDU. DEPTT.) COMP. EXAM-2024,2024,लोक देवी-देवता के सम्बंध में कौन सा/कौन से कथन सत्य है/हैं -(A) विश्वास के आधार पर भक्त इनके पास पहुँच सकते हैं।(B) वे भक्तों के दैनिक जीवन की अत्यन्त सामान्य समस्याओं में हस्तक्षेप करने में समर्थ हैं।(C) लोक देवी-देवता व्यक्तिगत-मुक्ति की शिक्षा नहीं देते।सही उत्तर कूट चुनिए:
4962,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2024 (Graduate) 27 September 2024 Shift-2,2024,कौन बीकानेर राजपरिवार की कुलदेवी हैं -
4963,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Stenographer Exam 2024 (Paper - I),2024,राजस्थान में “रानी भटियानी मंदिर” निम्नलिखित में से किस स्थान में स्थित है -
4964,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Asst. Prof. (Sanskrit College Edu.) - 2024 (Rajasthan Gk),2024,तेजाजी के सम्बन्ध में निम्न कथनों पर विचार कीजिए एवं सही विकल्प चुनिए -A. तेजाजी खड़नाल के रामकुंवरी एवं ताहरजी धौलिया जाट के पुत्र थे।B. लच्छा गुर्जरी की गायों के रक्षार्थ तेजाजी ने एक विकट लड़ाई लड़ी।
4965,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Clerk Grade-II/ Jr. Asst. 2024 Paper -Ist,2024,तेजाजी का जन्म किस जिले में हुआ था -
4966,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",वाहन चालक सीधी भर्ती-2024,2024,‘राजस्थान के कबीर’ के रूप में किसे जाना जाता है?
4967,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Sr. Teacher (Sec. Edu.) Comp. Exam-2024 (G.K. Group - D),2024,निम्नलिखित में से कौन रामस्नेही संप्रदाय के संस्थापक थे -
4968,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Sr. Teacher (Sec. Edu.) Comp. Exam-2024 (G.K. Group - C),2024,गूदड़ सम्प्रदाय का प्रमुख पूजा स्थल (धाम) कहाँ स्थित है -
4969,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Sr. Teacher (Sec. Edu.) Comp. Exam-2024 (G.K. Group - B),2024,रामानन्द के संदर्भ में निम्नलिखित कथनों पर विचार कीजिए एवं सही विकल्प चुनिए: A. संत पीपा के निवेदन पर रामानन्द राजस्थान आए थे।B. रामानन्द का प्रभाव राजस्थान में व्यापक रूप से दिखाई नहीं देता है।
4970,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Sr. Teacher (Sec. Edu.) Comp. Exam-2024 (G.K. Group - A),2024,राजस्थान में निम्नलिखित सन्तों में से रामानन्दी सम्प्रदाय की ‘रेवासा पीठ’ के संस्थापक कौन थे -
4971,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Agriculture Dept. Exam - 2024,2024,"कोटा, नाथद्वारा और कांकरोली में किस पंथ की पीठ है -"
4972,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Agriculture Dept. Exam - 2024,2024,किसकी विद्वता से प्रभावित होकर मुगल सम्राट अकबर ने उन्हें ‘चाकदारबाग’ तथा ‘कुलाह’ नामक राजकीय पोशाक पहनने की इजाजत दी थी -
4973,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Sub Inspector (Telecom) Comp. Exam - 2024 (Paper- II) (G.K and G.S),2024,निम्नलिखित में से कौन सा स्थल संत जसनाथजी से संबंधित नहीं है -
4974,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",REET-2024 PL-2 (LEVEL-2) SHIFT-3,2024,निम्नलिखित में से किस संत का जन्म अहमदाबाद में हुआ -
4975,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",REET-2024 PL-2 (LEVEL-2) SHIFT-2,2024,किस सन्त के चमत्कारों से प्रभावित होकर दिल्ली सुल्तान सिकंदर लोदी ने उन्हें राजस्थान में भूमि दी थी -
4976,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (SWT) Exam 2024,2024,‘राजस्थान के कबीर’ के नाम से कौन विख्यात है -
4977,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (PLM) Exam 2024,2024,ये रामस्नेही सम्प्रदाय के संस्थापक माने जाते हैं -
4978,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (MMV) Exam 2024,2024,‘सबदवाणी’ किसके वचनों का सामूहिक नाम है -
4979,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",PTI and Librarian (Sanskrit College Edu.) - 2024 (General Studies of Rajasthan),2024,सलेमाबाद में निम्बार्क पीठ के संस्थापक निम्न में से कौन थे -
4980,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (COS) Exam 2024,2024,____ को नाथद्वारा में श्रीकृष्ण का प्रतीक रूप मान कर पूजा की जाती है।
4981,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (COS) Exam 2024,2024,‘वागड़ की मीरा’ किसे कहा जाता है -
4982,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (STE) Exam 2024,2024,"खालसा, विरक्त, उत्तरादे, खाकी, नागा आदि किस पंथ की शाखाएँ हैं - (निम्न में से सबसे उपयुक्त विकल्प चुनें)"
4983,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (ICTSM) Exam 2024,2024,‘राजस्थान का कबीर’ किसे कहा जाता है -
4984,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",AGRICULTURE OFFICER (AGRI. DEPTT.) COMP. EXAM - 2024,2024,निम्न में से कौन सी ‘जसनाथी उप-पीठ’ नहीं है -
4985,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (COPA) Exam 2024,2024,निम्न में से वल्लभ सम्प्रदाय की “पुष्टिमार्ग शाखा” का प्रमुख केन्द्र कौन-सा रहा है -
4986,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (COPA) Exam 2024,2024,"जसनाथजी को कतरियासर, बीकानेर के पास किस शासक ने भूमि दान में दी -"
4987,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Raj. State and Sub. Services Comb. Comp. (Pre) Exam - 2024,2024,संत लालदास के संम्बन्ध में निम्नलिखित कथनों पर विचार कीजिए एवं निम्नलिखित में से सही विकल्प चुनिए: A. संत लालदास आजीवन अविवाहित रहे।B. संत लालदास की मृत्यु के पश्चात् उनके समाधि स्थान पर मन्दिर का निर्माण करवाया गया।
4988,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (WCS) Exam 2024,2024,अग्नि नृत्य राजस्थान के किस सम्प्रदाय का प्रसिद्ध नृत्य है -
4989,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (WCS) Exam 2024,2024,देवनारायण जी का मुख्य पूजास्थल कहाँ स्थित है -
4990,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (MDE) Exam 2024,2024,जाम्भोजी ने अपने शरीर का त्याग किस स्थान पर किया था -
4991,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor ((ESR) Exam 2024,2024,राजस्थान में धार्मिक आन्दोलन को प्रारम्भ करने का श्रेय किस संत को दिया जाता है -
4992,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor (ED) Exam 2024,2024,निम्न में से राजस्थान के कौन-से संत गागरोण के खीची राजपूत शासक थे -
4993,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Junior Instructor(CLIT) Exam 2024,2024,बिश्नोई संप्रदाय के प्रवर्तक कौन थे -
4994,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2024 (12th Level) 24 October Shift-I,2024,निम्नलिखित में से कौन निर्गुण उपासना का अनुयायी था - (निम्न में से सबसे उपयुक्त विकल्प चुनेः)
4995,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2024 (12th Level) 23 October Shift-II,2024,दादू दयाल का जन्म हुआ था:
4996,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2024 (12th Level) 23 October Shift-I,2024,निम्न में से कौन सी रचना (Text) जम्भोजी द्वारा रचित है?
4997,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2024 (12th Level) 23 October Shift-I,2024,धन्ना किसका शिष्य था -
4998,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2024 (12th Level) 22 October Shift-II,2024,"संतों का जीवन वृत्तांत जो राजस्थानी भाषा में काव्य रुप में उपलब्ध है, कहलाता है: ______"
4999,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2024 (Graduate) 28 September 2024 Shift-2,2024,"नीचे दो कथन दिए गए हैं: कथन (I): दादूदयाल (राजस्थान के कबीर) का जन्म अलवर के धोलीदुब/दोलीदुब गाँव में 1542 AD में फाल्गुन शुक्ल नवमी को हुआ था।कथन (II): दादू ने सामान्य भाषा (साधुक्कडी) में ब्रह्म, जीव, जगत और मोक्ष पर अपने उपदेश दिए।उपरोक्त कथनों के आलोक में, नीचे दिए गए विकल्पों में से सबसे उपयुक्त उत्तर चुनें।"
5000,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2024 (Graduate) 27 September 2024 Shift-1,2024,‘वागड़ की मीरा’ के नाम से कौन प्रसिद्ध है?
5001,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Stenographer Exam 2024 (Paper - I),2024,निम्नलिखित में से किस संत को पर्यावरण के प्रति लगाव के कारण पर्यावरणविद् भी कहा जाता है?
5002,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Rajasthan Police Constable Exam 2024 ( SHIFT - L2),2024,"नाथ परंपरा का मुख्य तीर्थ स्थल, महामंदिर, कहां स्थित है -"
5003,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Rajasthan Police Constable Exam 2024 ( SHIFT - L1),2024,"संत मीराबाई का जन्मस्थान, ‘कुड़की’, वर्तमान में राजस्थान के किस जिले में है -"
5004,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Rajasthan Police Constable Exam 2024 ( SHIFT - K1),2024,दादू पंथ का मुख्य पीठ कहाँ स्थित है -
5005,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 3 Shift II),2023,पूरे राजस्थान में किसकी याद में “गोगा नवमी” मनायी जाती है -निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5006,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 3 Shift II),2023,राजस्थान के किस प्रसिद्ध मन्दिर में हजारों की संख्या में चूहे पाए जाते हैंनिम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5007,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 3 Shift II),2023,कैला देवी को किनका अवतार माना गया है -निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5008,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 3 Shift I),2023,राजस्थानन के लोक देवता का नाम जिसे ऊँटों का देवता कहा जाता है -निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5009,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 3 Shift I),2023,उस हिन्दू संत का नाम जिसे मुस्लिम भी ‘रमसा पीर’ के रूप में पूजते हैं: निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5010,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 3 Shift I),2023,अष्टभुजी देवी “जीण माता” किस देवी का अवतार मानी जाती हैं -निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5011,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 2 Shift II),2023,"निम्न में से सत्य कथनों की पहचान करें: a. कल्लाजी जिन्होंने अकबर के चित्तौड़ किले पर आक्रमण के दौरान असाधारण वीरता और साहस दिखाया था, मेवाड़ क्षेत्र में चार हाथों वाले लोकदेवता के रूप में लोकप्रिय हैं।b. ऐसा माना जाता है कि कल्लाजी का सिर काटने के बाद भी मुगलों से लड़ते हुए उनका धड़ रूंडेला तक पहुंच गया था।c. कल्लाज़ी द्वारा कामड़िया पंथ की स्थापना की गई थी।d. राजस्थान में पाबूजी ऊँटों के देवता के रूप में पूजे जाते हैं।नीचे दिए गए विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:"
5012,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 2 Shift II),2023,निम्नलिखित में.से कौन राजस्थान में पंचपीर में शामिल नहीं है -निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5013,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 2 Shift I),2023,गोगाजी के अलावा कौन-से लोक देवता को साँपों के देवता के रूप में पूजा जाता है -निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5014,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 1 Shift II),2023,गोगाजी (राजस्थान में एक लोक देवता) के पिताजी का नाम था: निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5015,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 1 Shift II),2023,नीचे दो कथन दिए गए हैं: कथन (I): राजस्थान में पाबूजी की ऊँटों के देवता के रूप में पूजा की जाती है।कथन (II): मारवाड़ में सर्वप्रथम ऊँट लाने का श्रेय पाबूजी को है।उपरोक्त कथनों के आलोक में नीचे दिए गए विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें।
5016,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 1 Shift I),2023,कैला देवी मंदिर में कौन-सा नृत्य किया जाता है -निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5017,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Computor Exam 2023,2023,सूची I के साथ सूची II को सुमेलित कीजिए: सूची I (स्थानीय देवी / देवता) सूची II (जन्म स्थान)a. तेजा जी I. कोलूb. गोगा जी II. जोधपुरc. तल्लीनाथ III. चूरुd. पाबु जी IV. नागौरनीचे दिए गए विकल्पों में से सही उत्तर का चयन कीजिए:
5018,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",RAS (Pre) Exam - 2023,2023,निम्न में से कौन सा युग्म गलत मेलित है -
5019,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2022 (12th Level) 11 February 2023 Shift-2,2023,निम्नलिखित में से कौन से लोकदेवता की माता मैणादे थी -
5020,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2022 (12th Level) 11 February 2023 Shift-1,2023,निम्नलिखित में से कौन सा लोक देवता रामदेवजी के मौसेरे भाई थे -
5021,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2022 (12th Level) 04 February 2023 Shift-2,2023,गोगाजी का जन्म स्थान ____ है।
5022,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2022 (12th Level) 04 February 2023 Shift-1,2023,शिला देवी का मंदिर किस किले में अवस्थित है -
5023,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2022 (12th Level) 04 February 2023 Shift-1,2023,निम्नलिखित में से कौनसा लोकदेवता साँपों से भी सम्बंधित है -
5024,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",High Court LDC 2022 (12 March 2023),2023,लोक देवता बाबा रामदेव जी के पिता का क्या नाम था -
5025,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2022 (Graduate) 08 January 2023 Shift-2,2023,अधोलिखित (लोक देवता – मुख्य तीर्थस्थल) में से कौनसा युग्म असंगत है -
5026,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2022 (Graduate) 08 January 2023 Shift-1,2023,‘कनफटे जोगी’ डमरू एवं सारंगी वाद्य यन्त्रों के साथ किस देवी के गीत गाते हैं -
5027,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2022 (Graduate) 07 January 2023 Shift-2,2023,बेंगती गाँव (फलौदी) में किस लोक देवता का मुख्य मन्दिर स्थित है -
5028,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2022 (Graduate) 07 January 2023 Shift-2,2023,जैसलमेर के भाटी राजवंश की कुलदेवी कौन हैं -
5029,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",CET 2022 (Graduate) 07 January 2023 Shift-1,2023,चार हाथों वाला लोकदेवता किसे कहा जाता है -
5030,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 3 Shift II),2023,महिला संत दयाबाई _____ की शिष्या थी।निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुने:
5031,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 2 Shift II),2023,जसनाथी पंथ के प्रसिद्ध अग्नि नृत्य की उत्पत्ति राजस्थान के किस स्थान से हुई -निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5032,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 2 Shift II),2023,‘निष्कलंक’ (पवित्र और पाप रहित) नामक संप्रदाय की स्थापना किसने की -निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5033,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 2 Shift I),2023,पुस्तक “अनुभव वाणी” में निम्नलिखित में से किसके आध्यात्मिक शिक्षण निहित हैं -निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5034,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 2 Shift I),2023,भक्ति काल का राजस्थानी साहित्य मुख्यतः _____ के मध्य लिखा गया।निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5035,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Animal Attendant 2023 Exam (December 1 Shift I),2023,निम्नलिखित में से कौन-से सूफी संत नहीं है -निम्नलिखित विकल्पों में से सर्वाधिक उपयुक्त उत्तर चुनें:
5036,"राजस्थान के संत, संप्रदाय एवं धार्मिक परंपराएँ","धर्म, संत एवं लोक देवता",Assistant Professor (College Education) - 2023 Paper-III,2023,निम्न में से कौन सी दादूपंथ की शाखा नहीं है -
