questionId,sourceQuestionId,currentTopic,correctMasterTopicId,correctMasterTopicName,mappingStatus,mappingReason
"Q-288","16725","राजस्थान के अभयारण्य एवं राष्ट्रीय उद्यान",11,"राजस्थान के अभयारण्य एवं राष्ट्रीय उद्यान","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 11 (राजस्थान के अभयारण्य एवं राष्ट्रीय उद्यान)."
"Q-289","16761","राजस्थान के अभयारण्य एवं राष्ट्रीय उद्यान",11,"राजस्थान के अभयारण्य एवं राष्ट्रीय उद्यान","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 11 (राजस्थान के अभयारण्य एवं राष्ट्रीय उद्यान)."
"Q-290","7938","राजस्थान के इतिहास के स्रोत",38,"राजस्थान के इतिहास के स्रोत","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 38 (राजस्थान के इतिहास के स्रोत)."
"Q-291","7958","राजस्थान के इतिहास के स्रोत",38,"राजस्थान के इतिहास के स्रोत","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 38 (राजस्थान के इतिहास के स्रोत)."
"Q-292","7978","राजस्थान के इतिहास के स्रोत",38,"राजस्थान के इतिहास के स्रोत","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 38 (राजस्थान के इतिहास के स्रोत)."
"Q-293","7998","राजस्थान के इतिहास के स्रोत",38,"राजस्थान के इतिहास के स्रोत","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 38 (राजस्थान के इतिहास के स्रोत)."
"Q-294","8019","राजस्थान के इतिहास के स्रोत",38,"राजस्थान के इतिहास के स्रोत","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 38 (राजस्थान के इतिहास के स्रोत)."
"Q-295","8039","राजस्थान के इतिहास के स्रोत",38,"राजस्थान के इतिहास के स्रोत","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 38 (राजस्थान के इतिहास के स्रोत)."
"Q-296","8059","राजस्थान के इतिहास के स्रोत",38,"राजस्थान के इतिहास के स्रोत","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 38 (राजस्थान के इतिहास के स्रोत)."
"Q-297","8153","राजस्थान के इतिहास के स्रोत",38,"राजस्थान के इतिहास के स्रोत","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 38 (राजस्थान के इतिहास के स्रोत)."
"Q-298","1215","राजस्थान के ऊर्जा संसाधन",16,"राजस्थान के ऊर्जा संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 16 (राजस्थान के ऊर्जा संसाधन)."
"Q-299","1235","राजस्थान के ऊर्जा संसाधन",16,"राजस्थान के ऊर्जा संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 16 (राजस्थान के ऊर्जा संसाधन)."
"Q-300","1258","राजस्थान के ऊर्जा संसाधन",16,"राजस्थान के ऊर्जा संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 16 (राजस्थान के ऊर्जा संसाधन)."
"Q-301","1285","राजस्थान के ऊर्जा संसाधन",16,"राजस्थान के ऊर्जा संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 16 (राजस्थान के ऊर्जा संसाधन)."
"Q-302","1304","राजस्थान के ऊर्जा संसाधन",16,"राजस्थान के ऊर्जा संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 16 (राजस्थान के ऊर्जा संसाधन)."
"Q-303","1324","राजस्थान के ऊर्जा संसाधन",16,"राजस्थान के ऊर्जा संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 16 (राजस्थान के ऊर्जा संसाधन)."
"Q-304","1345","राजस्थान के ऊर्जा संसाधन",16,"राजस्थान के ऊर्जा संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 16 (राजस्थान के ऊर्जा संसाधन)."
"Q-305","11","राजस्थान के किसान एवं जनजातीय आंदोलन",50,"राजस्थान के किसान एवं जनजातीय आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 50 (राजस्थान के किसान एवं जनजातीय आंदोलन)."
"Q-306","48","राजस्थान के किसान एवं जनजातीय आंदोलन",50,"राजस्थान के किसान एवं जनजातीय आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 50 (राजस्थान के किसान एवं जनजातीय आंदोलन)."
"Q-307","168","राजस्थान के किसान एवं जनजातीय आंदोलन",50,"राजस्थान के किसान एवं जनजातीय आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 50 (राजस्थान के किसान एवं जनजातीय आंदोलन)."
"Q-308","235","राजस्थान के किसान एवं जनजातीय आंदोलन",50,"राजस्थान के किसान एवं जनजातीय आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 50 (राजस्थान के किसान एवं जनजातीय आंदोलन)."
"Q-309","8483","राजस्थान के किसान एवं जनजातीय आंदोलन",50,"राजस्थान के किसान एवं जनजातीय आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 50 (राजस्थान के किसान एवं जनजातीय आंदोलन)."
"Q-310","19852","राजस्थान के किसान एवं जनजातीय आंदोलन",50,"राजस्थान के किसान एवं जनजातीय आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 50 (राजस्थान के किसान एवं जनजातीय आंदोलन)."
"Q-311","400","राजस्थान के किसान एवं जनजातीय आंदोलन",50,"राजस्थान के किसान एवं जनजातीय आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 50 (राजस्थान के किसान एवं जनजातीय आंदोलन)."
"Q-312","8512","राजस्थान के किसान एवं जनजातीय आंदोलन",50,"राजस्थान के किसान एवं जनजातीय आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 50 (राजस्थान के किसान एवं जनजातीय आंदोलन)."
"Q-313","8521","राजस्थान के किसान एवं जनजातीय आंदोलन",50,"राजस्थान के किसान एवं जनजातीय आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 50 (राजस्थान के किसान एवं जनजातीय आंदोलन)."
"Q-314","2329","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-315","2349","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-316","2369","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-317","2389","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-318","2412","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-319","2435","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-320","2455","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-321","2477","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-322","2497","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-323","18817","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-324","2539","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-325","2562","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-326","18821","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-327","2597","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-328","2713","राजस्थान के खनिज संसाधन",15,"राजस्थान के खनिज संसाधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 15 (राजस्थान के खनिज संसाधन)."
"Q-329","11373","राजस्थान के त्योहार",22,"राजस्थान के त्योहार","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 22 (राजस्थान के त्योहार)."
"Q-330","11393","राजस्थान के त्योहार",22,"राजस्थान के त्योहार","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 22 (राजस्थान के त्योहार)."
"Q-331","11416","राजस्थान के त्योहार",22,"राजस्थान के त्योहार","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 22 (राजस्थान के त्योहार)."
"Q-332","11437","राजस्थान के त्योहार",22,"राजस्थान के त्योहार","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 22 (राजस्थान के त्योहार)."
"Q-333","11493","राजस्थान के त्योहार",22,"राजस्थान के त्योहार","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 22 (राजस्थान के त्योहार)."
"Q-334","5521","राजस्थान के पारंपरिक जल स्रोत एवं जल प्रबंधन",20,"राजस्थान के पारंपरिक जल स्रोत एवं जल प्रबंधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 20 (राजस्थान के पारंपरिक जल स्रोत एवं जल प्रबंधन)."
"Q-335","5541","राजस्थान के पारंपरिक जल स्रोत एवं जल प्रबंधन",20,"राजस्थान के पारंपरिक जल स्रोत एवं जल प्रबंधन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 20 (राजस्थान के पारंपरिक जल स्रोत एवं जल प्रबंधन)."
"Q-336","11710","राजस्थान के प्रजामंडल आंदोलन",51,"राजस्थान के प्रजामंडल आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 51 (राजस्थान के प्रजामंडल आंदोलन)."
"Q-337","11730","राजस्थान के प्रजामंडल आंदोलन",51,"राजस्थान के प्रजामंडल आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 51 (राजस्थान के प्रजामंडल आंदोलन)."
"Q-338","11750","राजस्थान के प्रजामंडल आंदोलन",51,"राजस्थान के प्रजामंडल आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 51 (राजस्थान के प्रजामंडल आंदोलन)."
"Q-339","11767","राजस्थान के प्रजामंडल आंदोलन",51,"राजस्थान के प्रजामंडल आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 51 (राजस्थान के प्रजामंडल आंदोलन)."
"Q-340","11788","राजस्थान के प्रजामंडल आंदोलन",51,"राजस्थान के प्रजामंडल आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 51 (राजस्थान के प्रजामंडल आंदोलन)."
"Q-341","570","राजस्थान के प्रजामंडल आंदोलन",51,"राजस्थान के प्रजामंडल आंदोलन","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 51 (राजस्थान के प्रजामंडल आंदोलन)."
"Q-342","9233","राजस्थान के प्रमुख अनुसंधान एवं अध्ययन केंद्र",72,"राजस्थान के प्रमुख अनुसंधान एवं अध्ययन केंद्र","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 72 (राजस्थान के प्रमुख अनुसंधान एवं अध्ययन केंद्र)."
"Q-343","9255","राजस्थान के प्रमुख अनुसंधान एवं अध्ययन केंद्र",72,"राजस्थान के प्रमुख अनुसंधान एवं अध्ययन केंद्र","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 72 (राजस्थान के प्रमुख अनुसंधान एवं अध्ययन केंद्र)."
"Q-344","9276","राजस्थान के प्रमुख अनुसंधान एवं अध्ययन केंद्र",72,"राजस्थान के प्रमुख अनुसंधान एवं अध्ययन केंद्र","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 72 (राजस्थान के प्रमुख अनुसंधान एवं अध्ययन केंद्र)."
"Q-345","846","राजस्थान के प्रमुख उद्योग",17,"राजस्थान के प्रमुख उद्योग","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 17 (राजस्थान के प्रमुख उद्योग)."
"Q-346","867","राजस्थान के प्रमुख उद्योग",17,"राजस्थान के प्रमुख उद्योग","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 17 (राजस्थान के प्रमुख उद्योग)."
"Q-347","886","राजस्थान के प्रमुख उद्योग",17,"राजस्थान के प्रमुख उद्योग","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 17 (राजस्थान के प्रमुख उद्योग)."
"Q-348","906","राजस्थान के प्रमुख उद्योग",17,"राजस्थान के प्रमुख उद्योग","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 17 (राजस्थान के प्रमुख उद्योग)."
"Q-349","930","राजस्थान के प्रमुख उद्योग",17,"राजस्थान के प्रमुख उद्योग","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 17 (राजस्थान के प्रमुख उद्योग)."
"Q-350","952","राजस्थान के प्रमुख उद्योग",17,"राजस्थान के प्रमुख उद्योग","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 17 (राजस्थान के प्रमुख उद्योग)."
"Q-351","975","राजस्थान के प्रमुख उद्योग",17,"राजस्थान के प्रमुख उद्योग","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 17 (राजस्थान के प्रमुख उद्योग)."
"Q-352","995","राजस्थान के प्रमुख उद्योग",17,"राजस्थान के प्रमुख उद्योग","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 17 (राजस्थान के प्रमुख उद्योग)."
"Q-353","1015","राजस्थान के प्रमुख उद्योग",17,"राजस्थान के प्रमुख उद्योग","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 17 (राजस्थान के प्रमुख उद्योग)."
"Q-354","1034","राजस्थान के प्रमुख उद्योग",17,"राजस्थान के प्रमुख उद्योग","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 17 (राजस्थान के प्रमुख उद्योग)."
"Q-355","1051","राजस्थान के प्रमुख उद्योग",17,"राजस्थान के प्रमुख उद्योग","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 17 (राजस्थान के प्रमुख उद्योग)."
"Q-356","1072","राजस्थान के प्रमुख उद्योग",17,"राजस्थान के प्रमुख उद्योग","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 17 (राजस्थान के प्रमुख उद्योग)."
"Q-357","10985","राजस्थान के प्रमुख व्यक्तित्व",55,"राजस्थान के प्रमुख व्यक्तित्व","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 55 (राजस्थान के प्रमुख व्यक्तित्व)."
"Q-358","11009","राजस्थान के प्रमुख व्यक्तित्व",55,"राजस्थान के प्रमुख व्यक्तित्व","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 55 (राजस्थान के प्रमुख व्यक्तित्व)."
"Q-359","11040","राजस्थान के प्रमुख व्यक्तित्व",55,"राजस्थान के प्रमुख व्यक्तित्व","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 55 (राजस्थान के प्रमुख व्यक्तित्व)."
"Q-360","11058","राजस्थान के प्रमुख व्यक्तित्व",55,"राजस्थान के प्रमुख व्यक्तित्व","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 55 (राजस्थान के प्रमुख व्यक्तित्व)."
"Q-361","11097","राजस्थान के प्रमुख व्यक्तित्व",55,"राजस्थान के प्रमुख व्यक्तित्व","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 55 (राजस्थान के प्रमुख व्यक्तित्व)."
"Q-362","11112","राजस्थान के प्रमुख व्यक्तित्व",55,"राजस्थान के प्रमुख व्यक्तित्व","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 55 (राजस्थान के प्रमुख व्यक्तित्व)."
"Q-363","20165","राजस्थान के प्रमुख व्यक्तित्व",55,"राजस्थान के प्रमुख व्यक्तित्व","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 55 (राजस्थान के प्रमुख व्यक्तित्व)."
"Q-364","11155","राजस्थान के प्रमुख व्यक्तित्व",55,"राजस्थान के प्रमुख व्यक्तित्व","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 55 (राजस्थान के प्रमुख व्यक्तित्व)."
"Q-365","11171","राजस्थान के प्रमुख व्यक्तित्व",55,"राजस्थान के प्रमुख व्यक्तित्व","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 55 (राजस्थान के प्रमुख व्यक्तित्व)."
"Q-366","20181","राजस्थान के प्रमुख व्यक्तित्व",55,"राजस्थान के प्रमुख व्यक्तित्व","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 55 (राजस्थान के प्रमुख व्यक्तित्व)."
"Q-367","7897","राजस्थान के महाजनपद एवं प्राचीन राजनीतिक इतिहास",39,"राजस्थान के महाजनपद एवं प्राचीन राजनीतिक इतिहास","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 39 (राजस्थान के महाजनपद एवं प्राचीन राजनीतिक इतिहास)."
"Q-368","9361","राजस्थान के मेले",21,"राजस्थान के मेले","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 21 (राजस्थान के मेले)."
"Q-369","9386","राजस्थान के मेले",21,"राजस्थान के मेले","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 21 (राजस्थान के मेले)."
"Q-370","9401","राजस्थान के मेले",21,"राजस्थान के मेले","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 21 (राजस्थान के मेले)."
"Q-371","9421","राजस्थान के मेले",21,"राजस्थान के मेले","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 21 (राजस्थान के मेले)."
"Q-372","9441","राजस्थान के मेले",21,"राजस्थान के मेले","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 21 (राजस्थान के मेले)."
"Q-373","9462","राजस्थान के मेले",21,"राजस्थान के मेले","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 21 (राजस्थान के मेले)."
"Q-374","9482","राजस्थान के मेले",21,"राजस्थान के मेले","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 21 (राजस्थान के मेले)."
"Q-375","9502","राजस्थान के मेले",21,"राजस्थान के मेले","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 21 (राजस्थान के मेले)."
"Q-376","15271","राजस्थान के लोक नृत्य",31,"राजस्थान के लोक नृत्य","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 31 (राजस्थान के लोक नृत्य)."
"Q-377","15309","राजस्थान के लोक नृत्य",31,"राजस्थान के लोक नृत्य","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 31 (राजस्थान के लोक नृत्य)."
"Q-378","15377","राजस्थान के लोक नृत्य",31,"राजस्थान के लोक नृत्य","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 31 (राजस्थान के लोक नृत्य)."
"Q-379","15437","राजस्थान के लोक नृत्य",31,"राजस्थान के लोक नृत्य","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 31 (राजस्थान के लोक नृत्य)."
"Q-380","15508","राजस्थान के लोक नृत्य",31,"राजस्थान के लोक नृत्य","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 31 (राजस्थान के लोक नृत्य)."
"Q-381","15546","राजस्थान के लोक नृत्य",31,"राजस्थान के लोक नृत्य","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 31 (राजस्थान के लोक नृत्य)."
"Q-382","15588","राजस्थान के लोक नृत्य",31,"राजस्थान के लोक नृत्य","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 31 (राजस्थान के लोक नृत्य)."
"Q-383","15642","राजस्थान के लोक नृत्य",31,"राजस्थान के लोक नृत्य","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 31 (राजस्थान के लोक नृत्य)."
"Q-384","15765","राजस्थान के लोक नृत्य",31,"राजस्थान के लोक नृत्य","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 31 (राजस्थान के लोक नृत्य)."
"Q-385","15964","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-386","15980","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","NEEDS_REVIEW","NEEDS_REVIEW (Removal Candidate): Contains volatile annual budget question Q#16543 (Rajasthan Budget 2025-26 Leopard Conservation Reserve) which is subject to obsolescence and flagged under Part 3 Removal Candidates."
"Q-387","15991","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-388","16011","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-389","16574","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-390","16607","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-391","16624","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-392","16654","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-393","16096","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-394","16116","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-395","16136","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-396","16157","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-397","16664","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-398","16695","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-399","16176","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-400","16197","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-401","16721","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-402","16225","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-403","16242","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-404","16258","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-405","16278","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-406","16764","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-407","16306","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-408","16325","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-409","16342","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-410","16350","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-411","16370","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-412","19016","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-413","19020","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
"Q-414","16417","राजस्थान के वन एवं वन्यजीव",10,"राजस्थान के वन एवं वन्यजीव","CONFIDENT","Content verified: Primary examinable facts in questions align with Master Topic 10 (राजस्थान के वन एवं वन्यजीव)."
